Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/13/2015 6:45,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,SOUTHERN,NONE,100 Block of LANGTON ST,-122.407389,37.77561063
5/13/2015 6:40,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Wednesday,RICHMOND,NONE,3700 Block of CALIFORNIA ST,-122.4554684,37.78621097
5/13/2015 6:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,1200 Block of UTAH ST,-122.4053225,37.75369252
5/13/2015 5:57,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Wednesday,NORTHERN,"ARREST, BOOKED",GROVE ST / GOUGH ST,-122.4231684,37.77781574
5/13/2015 5:57,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,NORTHERN,"ARREST, BOOKED",GROVE ST / GOUGH ST,-122.4231684,37.77781574
5/13/2015 5:55,LARCENY/THEFT,ATTEMPTED GRAND THEFT PURSESNATCH,Wednesday,NORTHERN,NONE,300 Block of GROVE ST,-122.4223481,37.77786178
5/13/2015 5:55,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,NORTHERN,NONE,300 Block of GROVE ST,-122.4223481,37.77786178
5/13/2015 5:45,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,PARK,NONE,0 Block of CLIFFORD TR,-122.4436185,37.76395203
5/13/2015 5:10,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,NONE,JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293
5/13/2015 5:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.4310464,37.78302957
5/13/2015 4:45,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.4196667,37.77468233
5/13/2015 4:45,ROBBERY,"ROBBERY,  ATM, GUN",Wednesday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.4196667,37.77468233
5/13/2015 4:05,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,NONE,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
5/13/2015 4:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,TARAVAL,NONE,700 Block of MOUNT VERNON AV,-122.45121,37.71957244
5/13/2015 2:22,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,TARAVAL,"ARREST, BOOKED",34TH AV / VICENTE ST,-122.4915243,37.73861332
5/13/2015 2:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,2200 Block of 21ST AV,-122.4779603,37.74573894
5/13/2015 2:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,47TH AV / ORTEGA ST,-122.5063466,37.75105018
5/13/2015 1:17,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,33RD AV / ULLOA ST,-122.4905619,37.74052225
5/13/2015 1:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,700 Block of POST ST,-122.4141794,37.78750248
5/13/2015 1:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,SOUTHERN,NONE,3RD ST / MISSION ST,-122.4020277,37.78624835
5/13/2015 0:01,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,RICHMOND,NONE,300 Block of 11TH AV,-122.4697662,37.78171356
5/13/2015 0:01,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,RICHMOND,NONE,300 Block of 11TH AV,-122.4697662,37.78171356
5/12/2015 23:10,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,3200 Block of 17TH ST,-122.419004,37.7635176
5/12/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,0 Block of TIOGA AV,-122.4040427,37.71614902
5/12/2015 22:37,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Tuesday,TARAVAL,NONE,3000 Block of SAN JOSE AV,-122.4574412,37.70984278
5/12/2015 22:35,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,300 Block of 3RD ST,-122.3983743,37.7834196
5/12/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,2000 Block of MARKET ST,-122.4276823,37.7683148
5/12/2015 22:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,MISSION,NONE,400 Block of BARTLETT ST,-122.4193907,37.7497537
5/12/2015 22:07,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
5/12/2015 22:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,800 Block of SANSOME ST,-122.402205,37.79796746
5/12/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.4356218,37.72349132
5/12/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,2400 Block of BUSH ST,-122.437597,37.78654859
5/12/2015 22:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,300 Block of TERESITA BL,-122.4498594,37.74135094
5/12/2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,0 Block of HANOVER ST,-122.4398114,37.71009648
5/12/2015 22:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,10TH AV / MORAGA ST,-122.4668619,37.75653395
5/12/2015 21:45,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.4312033,37.76844569
5/12/2015 21:40,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,SOUTHERN,NONE,0 Block of MISSION ST,-122.3928891,37.7935386
5/12/2015 21:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,3200 Block of MISSION ST,-122.4205263,37.74472547
5/12/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,VALENCIA ST / 14TH ST,-122.4222016,37.76814038
5/12/2015 21:21,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,1100 Block of OCEAN AV,-122.4556159,37.72385901
5/12/2015 21:20,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,100 Block of GREEN ST,-122.4017108,37.80036704
5/12/2015 21:20,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,100 Block of GREEN ST,-122.4017108,37.80036704
5/12/2015 21:13,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,2600 Block of SAN BRUNO AV,-122.403907,37.72820559
5/12/2015 21:10,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,SOUTHERN,NONE,FRANKLIN ST / MARKET ST,-122.420255,37.77435817
5/12/2015 21:08,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Tuesday,CENTRAL,NONE,700 Block of POST ST,-122.4141794,37.78750248
5/12/2015 21:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,200 Block of MARKET ST,-122.3970342,37.79282365
5/12/2015 21:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.4208641,37.71219983
5/12/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,2200 Block of 44TH AV,-122.5026049,37.744653
5/12/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,700 Block of POST ST,-122.4141794,37.78750248
5/12/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,2200 Block of 46TH AV,-122.5047488,37.74455862
5/12/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,ALEMANY BL / ONONDAGA AV,-122.4386424,37.72162637
5/12/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,26TH ST / DOLORES ST,-122.424845,37.74863252
5/12/2015 20:55,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,1100 Block of OCEAN AV,-122.4556159,37.72385901
5/12/2015 20:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,0 Block of FRANCONIA ST,-122.4082621,37.74677964
5/12/2015 20:30,VEHICLE THEFT,STOLEN TRUCK,Tuesday,BAYVIEW,NONE,1300 Block of INDIANA ST,-122.3907317,37.75392407
5/12/2015 20:30,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,600 Block of ELIZABETH ST,-122.4352962,37.75207974
5/12/2015 20:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,0 Block of CRESTLINE DR,-122.4464321,37.75024106
5/12/2015 20:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,BEACH ST / LARKIN ST,-122.4221994,37.80643511
5/12/2015 20:30,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.4125153,37.78047775
5/12/2015 20:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,400 Block of HAYES ST,-122.4237716,37.77683789
5/12/2015 20:10,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
5/12/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,200 Block of POST ST,-122.4060002,37.78854062
5/12/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.3977132,37.77746967
5/12/2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,100 Block of ADDISON ST,-122.4325133,37.73775828
5/12/2015 19:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,500 Block of ELIZABETH ST,-122.4330813,37.75221241
5/12/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,300 Block of TERESITA BL,-122.4497689,37.74143404
5/12/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,STEINER ST / GEARY BL,-122.4345637,37.78415049
5/12/2015 19:25,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Tuesday,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.3883799,37.78331041
5/12/2015 19:19,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,JONES ST / CHESTNUT ST,-122.4165145,37.80334672
5/12/2015 19:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,CENTRAL,NONE,700 Block of GEARY ST,-122.4156546,37.78646724
5/12/2015 19:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,CENTRAL,NONE,700 Block of GEARY ST,-122.4156546,37.78646724
5/12/2015 19:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,3100 Block of 17TH ST,-122.4156862,37.76361117
5/12/2015 19:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,2100 Block of 43RD AV,-122.5018015,37.74655645
5/12/2015 19:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,500 Block of BARTLETT ST,-122.4191389,37.74857313
5/12/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/12/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,18TH ST / CAROLINA ST,-122.4003915,37.76234644
5/12/2015 18:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,300 Block of BROADWAY ST,-122.4026861,37.7984278
5/12/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,5TH ST / TEHAMA ST,-122.4044079,37.78107596
5/12/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,BRYANT ST / 4TH ST,-122.3980634,37.77956585
5/12/2015 18:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,600 Block of 3RD AV,-122.4606582,37.77643393
5/12/2015 18:11,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,"ARREST, BOOKED",300 Block of POST ST,-122.4076129,37.7884486
5/12/2015 18:05,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,4100 Block of MISSION ST,-122.4296149,37.7302697
5/12/2015 18:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.4123497,37.77555585
5/12/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,GEARY BL / 22ND AV,-122.4815165,37.78022271
5/12/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.4124833,37.77063059
5/12/2015 17:54,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Tuesday,SOUTHERN,NONE,MINNA ST / 5TH ST,-122.4059343,37.78229564
5/12/2015 17:50,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.40307,37.78526863
5/12/2015 17:45,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.3972019,37.75353512
5/12/2015 17:44,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,MISSION,NONE,2700 Block of MISSION ST,-122.4185872,37.75301865
5/12/2015 17:37,ROBBERY,ATTEMPTED ROBBERY OF A BANK WITH BODILY FORCE,Tuesday,PARK,NONE,1700 Block of FULTON ST,-122.4456525,37.77596127
5/12/2015 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,2400 Block of 24TH ST,-122.4038884,37.75309457
5/12/2015 17:20,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,300 Block of DEMONTFORT AV,-122.4617714,37.72358479
5/12/2015 17:08,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,"ARREST, BOOKED",200 Block of GRANT AV,-122.4052545,37.7892525
5/12/2015 17:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,TARAVAL,NONE,100 Block of MONCADA WY,-122.4692997,37.72669121
5/12/2015 17:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,TARAVAL,NONE,2400 Block of GREAT HY,-122.5067409,37.74073948
5/12/2015 17:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,0 Block of FELL ST,-122.4185006,37.77643809
5/12/2015 16:45,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073
5/12/2015 16:45,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073
5/12/2015 16:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,0 Block of 9TH ST,-122.4150649,37.77643541
5/12/2015 16:26,ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Tuesday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.4110714,37.78175113
5/12/2015 16:04,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,2500 Block of MARIN ST,-122.4027674,37.74822034
5/12/2015 16:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.3972019,37.75353512
5/12/2015 16:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,14TH ST / NOE ST,-122.4334093,37.76745989
5/12/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.4852263,37.71469453
5/12/2015 15:45,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,BAYVIEW,NONE,0 Block of TURNER TR,-122.3951069,37.75663058
5/12/2015 15:45,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,NONE,500 Block of BEALE ST,-122.3891136,37.78572819
5/12/2015 15:45,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",Tuesday,BAYVIEW,NONE,0 Block of TURNER TR,-122.3951069,37.75663058
5/12/2015 15:45,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,MISSION,NONE,CESAR CHAVEZ ST / GUERRERO ST,-122.4224904,37.74801444
5/12/2015 15:45,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,MISSION,NONE,CESAR CHAVEZ ST / GUERRERO ST,-122.4224904,37.74801444
5/12/2015 15:40,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,PARK,NONE,EDDY ST / DIVISADERO ST,-122.4389286,37.78058745
5/12/2015 15:25,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.4069776,37.7899181
5/12/2015 15:25,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.4069776,37.7899181
5/12/2015 15:25,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,BAYVIEW,NONE,1000 Block of 3RD ST,-122.3898745,37.77541286
5/12/2015 15:23,ASSAULT,BATTERY,Tuesday,MISSION,NONE,2300 Block of 16TH ST,-122.4095299,37.76571844
5/12/2015 15:20,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.4110714,37.78175113
5/12/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,MISSION,NONE,1000 Block of VALENCIA ST,-122.4209336,37.75570245
5/12/2015 15:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Tuesday,PARK,NONE,200 Block of JOHNFKENNEDY DR,-122.4606463,37.77149035
5/12/2015 15:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,FRONT ST / MARKET ST,-122.3982667,37.79171485
5/12/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,18TH ST / VALENCIA ST,-122.4215817,37.76170072
5/12/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,LAKE MERCED BL / SUNSET BL,-122.4934685,37.72959507
5/12/2015 14:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,1200 Block of SAN BRUNO AV,-122.4043536,37.75375051
5/12/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915
5/12/2015 13:55,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935
5/12/2015 13:50,ASSAULT,BATTERY,Tuesday,RICHMOND,NONE,3300 Block of CLAY ST,-122.448019,37.78901612
5/12/2015 13:50,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Tuesday,RICHMOND,NONE,3300 Block of CLAY ST,-122.448019,37.78901612
5/12/2015 13:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
5/12/2015 13:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.4112792,37.77157858
5/12/2015 13:16,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,NONE,300 Block of GRANT AV,-122.4056187,37.79032009
5/12/2015 13:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.4140273,37.77186362
5/12/2015 13:00,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,200 Block of WAYLAND ST,-122.4046245,37.72609403
5/12/2015 12:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
5/12/2015 12:20,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1700 Block of POST ST,-122.4305793,37.78541211
5/12/2015 12:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,100 Block of LOUISBURG ST,-122.4497689,37.72112981
5/12/2015 12:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,PARK,NONE,800 Block of 14TH ST,-122.4317399,37.76750708
5/12/2015 12:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,100 Block of MAIDEN LN,-122.4059112,37.78807568
5/12/2015 12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,LAGUNA ST / GEARY BL,-122.4279912,37.78495312
5/12/2015 11:45,ASSAULT,THREATS AGAINST LIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",200 Block of 9TH ST,-122.412845,37.77481706
5/12/2015 11:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,500 Block of CASTRO ST,-122.4348568,37.76007771
5/12/2015 11:30,ASSAULT,BATTERY,Tuesday,CENTRAL,NONE,600 Block of SUTTER ST,-122.4110689,37.7888557
5/12/2015 11:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/12/2015 11:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/12/2015 11:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,SANSOME ST / THE EMBARCADERONORTH ST,-122.4035919,37.80541292
5/12/2015 11:20,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
5/12/2015 11:20,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
5/12/2015 11:20,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.4113396,37.78127074
5/12/2015 11:20,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,RICHMOND,"ARREST, BOOKED",GOLDEN GATE AV / CHABOT TR,-122.4513481,37.77708897
5/12/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,0 Block of BAY ST,-122.4064296,37.80656886
5/12/2015 11:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,PARK,NONE,1700 Block of EDDY ST,-122.4364648,37.78095781
5/12/2015 11:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,MISSION,NONE,SOUTH VAN NESS AV / 15TH ST,-122.4176479,37.76680538
5/12/2015 11:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,JUNIPERO SERRA BL / WINSTON DR,-122.4720553,37.72682391
5/12/2015 10:45,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,5TH ST / MARKET ST,-122.4080683,37.78399168
5/12/2015 10:40,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,0 Block of BAY ST,-122.4064296,37.80656886
5/12/2015 10:35,ASSAULT,BATTERY,Tuesday,PARK,NONE,800 Block of BRODERICK ST,-122.4400536,37.77806666
5/12/2015 10:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,100 Block of GOUGH ST,-122.4223863,37.77432673
5/12/2015 10:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,HYDE ST / VALLEJO ST,-122.4186752,37.79733433
5/12/2015 10:28,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,BAYVIEW,NONE,5600 Block of 3RD ST,-122.3938703,37.72664013
5/12/2015 10:27,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE,200 Block of CHERRY ST,-122.457076,37.78824482
5/12/2015 10:25,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,INGLESIDE,NONE,200 Block of POPE ST,-122.4404168,37.71203293
5/12/2015 10:20,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007
5/12/2015 10:15,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,NORTHERN,NONE,1700 Block of VANNESS AV,-122.4227772,37.7917191
5/12/2015 10:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,JEFFERSON ST / THE EMBARCADERONORTH ST,-122.4125272,37.80862506
5/12/2015 10:13,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,BEACH ST / STOCKTON ST,-122.4106907,37.80789119
5/12/2015 10:10,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,200 Block of 11TH ST,-122.4146475,37.77244234
